,Agent Name,Agent Address,Agent City,FY 21  Net Sales,FY 20 Net Sales,FY 19 Net Sales,FY 18 Net Sales,FY 17 Net Sales
3802,END ZONE SPORTS PUB,218 COGGESHALL ST,NEW BEDFORD,"$630,295.00","$222,468.50","$630,295.00","$513,942.50","$551,633.50"
3803,EXPO'S,332 BROCK AVENUE,NEW BEDFORD,"$516,823.00","$762,647.50","$516,823.00","$575,200.25","$517,641.00"
3804,EXPOS II,309 DARTMOUTH ST,NEW BEDFORD,"$1,073,064.75","$1,253,298.50","$1,073,064.75","$999,937.00","$419,842.75"
3805,EXPOS II,309 DARTMOUTH ST,NEW BEDFORD,"$1,073,064.75","$1,253,298.50","$1,073,064.75","$999,937.00","$532,849.00"
3806,EXPOS LIQUORS,281 COUNTY ST,NEW BEDFORD,"$409,496.25","$608,973.75","$409,496.25","$377,873.00","$170,581.75"
3807,FINEST LIQUORS,889 ASHLEY BLVD,NEW BEDFORD,"$530,544.00","$692,042.75","$530,544.00","$502,837.00","$443,198.75"
3808,FREITAS PACKAGE STORE,1295 COVE ROAD,NEW BEDFORD,"$395,415.00","$636,203.75","$395,415.00","$406,742.75","$422,867.00"
3809,FRIENDLY DONUTS,2301 PURCHASE ST,NEW BEDFORD,"$870,685.75","$932,447.50","$870,685.75","$717,532.00","$641,903.25"
3810,FRIENDLY FRUIT,2301 PURCHASE ST,NEW BEDFORD,"$158,076.25","$34,534.25","$158,076.25","$159,902.50","$169,609.25"
3811,FRIENDLY LIQUORS,1567 ACUSHNET AVE,NEW BEDFORD,"$323,557.50","$425,334.50","$323,557.50","$358,867.50","$385,953.50"
3812,GAS EXPRESS,52 TARKILN HILL ROAD,NEW BEDFORD,"$619,037.25","$331,324.50","$619,037.25","$1,056,725.25","$952,056.50"
3813,GAS EXPRESS,52 TARKILN HILL ROAD,NEW BEDFORD,"$619,037.25","$697,384.25","$619,037.25","$1,056,725.25","$952,056.50"
3814,GRACE CORNER MINI MART,997 ROCKDALE AVE,NEW BEDFORD,"$1,047,072.75","$1,390,214.50","$1,047,072.75","$1,026,225.00","$900,727.50"
3815,HARI MART,330 HATHAWAY BLVD,NEW BEDFORD,"$657,017.50","$944,008.00","$657,017.50","$569,167.50","$476,560.00"
3816,HATHAWAY IRVING,380 HATHAWAY RD,NEW BEDFORD,"$1,322,833.00","$1,772,135.25","$1,322,833.00","$1,279,773.00","$1,147,608.00"
3817,HATHAWAY SERVICE STATION,36 HATHAWAY ROAD,NEW BEDFORD,"$234,550.00","$282,017.75","$234,550.00","$288,562.00","$266,715.25"
3818,HI LO GAS,116 ASHLEY BLVD,NEW BEDFORD,"$32,633.25","$10,446.00","$32,633.25","$97,431.50","$145,525.25"
3819,HI LO GAS,2790 ACUSHNET AVE,NEW BEDFORD,"$981,240.75","$1,179,064.25","$981,240.75","$977,322.25","$905,060.25"
3820,JOE  & PERKY'S,2907 ACUSHNET AVE,NEW BEDFORD,"$94,930.25","$73,489.00","$94,930.25","$126,013.00","$91,151.75"
3821,JOE'S CONVENIENCE STORE,131 ACUSHNET AVE,NEW BEDFORD,"$160,832.50","$3,003.00","$160,832.50","$173,143.25","$181,770.75"
3822,JOE'S GAS,277 NASH RD,NEW BEDFORD,"$853,761.00","$1,159,963.25","$853,761.00","$887,514.25","$851,969.75"
3823,KNUCKLEHEAD'S,85 MACARTHUR DR,NEW BEDFORD,"$763,635.75","$528,191.75","$763,635.75","$780,571.25","$694,696.75"
3824,LEBEAU'S TAVERN,65 TARKILN RD,NEW BEDFORD,"$427,320.50","$6,577.00","$427,320.50","$414,437.50","$376,836.75"
3825,LEGENDS SPORTS PUB,78 COVELL ST,NEW BEDFORD,"$442,168.00","$377,478.50","$442,168.00","$230,496.00","$204,332.75"
3826,LOYAL ORDER OF MOOSE,119 ROCKDALE AVE,NEW BEDFORD,"$155,465.00","$98,580.50","$155,465.00","$219,751.50","$143,997.50"
3827,LUCKY 7 FOOD MART,190 WELD ST,NEW BEDFORD,"$472,215.75","$621,070.50","$472,215.75","$348,882.00","$306,383.75"
3828,LUCKY 7 GROCERY,639 COUNTY STREET,NEW BEDFORD,"$348,287.25","$356,382.00","$348,287.25","$390,701.75","$35,240.75"
3829,LUCKY 7 MINI MART,701 COTTAGE ST,NEW BEDFORD,"$577,133.75","$557,674.50","$577,133.75","$509,368.75","$517,737.25"
3830,LUKOIL,1800 PURCHASE ST,NEW BEDFORD,"$1,865,253.00","$2,535,219.75","$1,865,253.00","$1,756,384.50","$1,914,954.00"
3831,LYNDON'S LIQUOR & CONVENIENCE,3963 ACUSHNET AVE,NEW BEDFORD,"$1,078,789.25","$1,559,191.50","$1,078,789.25","$1,097,977.00","$1,012,281.50"
3832,M M CONVENIENCE,30 ROCKDALE AVE,NEW BEDFORD,"$2,668,402.50","$3,605,623.75","$2,668,402.50","$2,163,706.00","$1,803,773.50"
3833,MARKET BASKET #65,122 SAWYER  ST,NEW BEDFORD,"$585,019.50","$613,453.00","$585,019.50","$580,803.25","$496,036.00"
3834,MARK'S BEVERAGE,642 COUNTY ST,NEW BEDFORD,"$288,331.25","$616,407.75","$288,331.25","$321,905.25","$364,599.75"
3835,MARTY'S GAS & GO,2963 ACUSHNET AVE,NEW BEDFORD,"$1,550,867.50","$1,808,833.00","$1,550,867.50","$1,643,499.50","$1,485,777.00"
3836,MEE HONG RESTAURANT,120 COVE ST,NEW BEDFORD,"$80,322.25",$359.00,"$80,322.25","$111,310.25","$109,647.75"
3837,MIGUEL'S RESTAURANT,253 UNION ST,NEW BEDFORD,"$898,568.75","$1,896,046.00","$898,568.75","$851,086.50","$694,683.75"
3838,MONTE  PIO LUSO AMER,540 ORCHARD ST,NEW BEDFORD,"$431,293.50","$401,727.50","$431,293.50","$463,243.25","$466,933.25"
3839,MSLC NEW BEDFORD C.S.,200 THEODORE RICE BVD,NEW BEDFORD,"$443,283.50","$45,424.00","$443,283.50","$487,241.50","$452,601.00"
3840,MULDOON'S MINI MART,1411 PHILLIPS RD,NEW BEDFORD,"$2,278,506.50","$2,467,409.25","$2,278,506.50","$2,292,389.75","$1,977,871.75"
3841,MUTUAL OIL,56 POTOMSKA ST,NEW BEDFORD,"$1,268,191.50","$1,410,184.00","$1,268,191.50","$1,231,306.75","$1,309,134.75"
3842,N & W CONVENIENCE MART,433 BELLEVILLE AVENUE,NEW BEDFORD,"$234,494.25","$312,824.00","$234,494.25","$214,107.50","$188,165.75"
3843,NB SHOP SMART,807 ASHLEY BLVD,NEW BEDFORD,"$1,280,332.75","$1,674,406.25","$1,280,332.75","$1,053,464.75","$977,670.50"
3844,NEW BEDFORD SPORTS CLUB,1790 ACUSHNET AVENUE,NEW BEDFORD,"$1,057,663.50","$621,251.00","$1,057,663.50","$882,842.50","$738,247.25"
3845,NEW CAPE VERDEAN BAND,185 ACUSHNET AVE,NEW BEDFORD,"$380,057.50","$42,122.50","$380,057.50","$453,346.50","$402,510.75"
3846,NEWSBREAK,53 POPES ISLAND,NEW BEDFORD,"$835,586.25","$788,609.50","$835,586.25","$910,792.25","$830,001.00"
3847,PARK SPORTS CAFE,329 RIVET ST,NEW BEDFORD,"$620,015.00","$680,918.50","$620,015.00","$523,108.25","$428,294.75"
3848,PENNYS VARIETY,181 ARNOLD ST,NEW BEDFORD,"$341,458.25","$131,353.00","$341,458.25","$351,917.00","$414,260.00"
3849,PENNYS VARIETY,181 ARNOLD ST,NEW BEDFORD,"$341,458.25","$379,080.50","$341,458.25","$351,917.00","$414,260.00"
3850,PETRO MART 2,258 ORCHARD ST,NEW BEDFORD,"$1,426,166.00","$2,202,864.50","$1,426,166.00","$1,082,712.50","$1,099,534.00"
3851,PORTUGUESE SPORTS CL,56 DELANO ST,NEW BEDFORD,"$131,957.50","$5,387.00","$131,957.50","$156,555.75","$155,310.00"
3852,QUICK MART 3,155 COUNTY STREET,NEW BEDFORD,"$618,051.50","$481,559.50","$618,051.50","$597,303.50","$492,429.75"
3853,QUICK PIC MART,549 SAWYER ST,NEW BEDFORD,"$2,076,956.50","$3,354,580.50","$2,076,956.50","$2,026,669.00","$1,960,567.50"
3854,QUICK PIC MINI MART,452 COTTAGE ST,NEW BEDFORD,"$1,149,483.00","$25,842.75","$1,149,483.00","$1,198,421.75","$1,282,764.50"
3855,QUICK PIC MINI MART,452 COTTAGE ST,NEW BEDFORD,"$1,149,483.00","$1,565,540.00","$1,149,483.00","$1,198,421.75","$1,282,764.50"
3856,QUICK STOP CONVENIENCE,2344 ACUSHNET AVE,NEW BEDFORD,"$1,895,045.25","$2,979,234.25","$1,895,045.25","$1,680,553.25","$1,310,852.00"
3857,R & B LIQUORS,189 BELLEVILLE AVE,NEW BEDFORD,"$158,605.75","$1,911.00","$158,605.75","$170,814.25","$184,687.25"
3858,R & B LIQUORS,189 BELLEVILLE AVE,NEW BEDFORD,"$158,605.75","$209,362.25","$158,605.75","$170,814.25","$184,687.25"
3859,RITE AID 10205,824 PURCHASE ST,NEW BEDFORD,"$186,666.25","$234,956.50","$186,666.25","$191,795.75","$187,287.75"
3860,RITE AID 10206,565 MILL STREET,NEW BEDFORD,"$92,565.75","$113,850.25","$92,565.75","$98,753.00","$93,422.25"
3861,RITE AID 10209,1207 ACUSHNET AVE,NEW BEDFORD,"$83,213.50","$94,836.25","$83,213.50","$83,594.00","$81,973.50"
3862,RO-ART LIQUORS,21 RODNEY FRENCH,NEW BEDFORD,"$90,554.25","$135,400.25","$90,554.25","$99,969.50","$71,044.50"
3863,ROYAL 7 FOOD & DELI,606 SUMMER ST,NEW BEDFORD,"$404,280.75","$506,612.50","$404,280.75","$714,198.25","$306,978.75"
3864,ROYAL RESTAURANT & CAFE,296 NORTH FRONT ST,NEW BEDFORD,"$800,473.75","$868,408.75","$800,473.75","$982,137.75","$904,875.25"
3865,SAM'S FOOD STORE,367 ASHLEY BLVD,NEW BEDFORD,"$936,835.50","$1,492,983.50","$936,835.50","$978,094.25","$935,855.75"
3866,SEA SIDE WINE & SPIRITS,37 ROCKDALE AVE,NEW BEDFORD,"$196,583.00","$279,090.50","$196,583.00","$197,577.00","$183,287.25"
3867,SEABRA FOODS,41 ROCKDALE AVE,NEW BEDFORD,"$199,886.75","$259,265.75","$199,886.75","$209,089.25","$197,592.50"
3868,SEBASTION'S CAFE & SPORTS BAR,110 COUNTY ST,NEW BEDFORD,"$1,760,953.50","$1,548,819.50","$1,760,953.50","$1,442,755.00","$1,096,422.50"
3869,SHAWMUT PACKAGE STORE,558 SHAWMUT AVENUE,NEW BEDFORD,"$100,167.25","$144,899.25","$100,167.25","$100,195.75","$122,760.50"
3870,SILVA'S DISCOUNT LIQUORS,454 MT PLEASANT ST,NEW BEDFORD,"$578,936.50","$819,122.25","$578,936.50","$659,287.25","$655,614.50"
3871,SOUTHSIDE ANNIES,114 COVE STREET,NEW BEDFORD,"$160,141.25","$2,755.00","$160,141.25","$177,098.00","$143,160.50"
3872,SPEEDWAY #2473,929 KEMPTON ST,NEW BEDFORD,"$580,580.25","$656,705.25","$580,580.25","$568,809.00","$498,283.50"
3873,SPEEDWAY #2508,1783 ACUSHNET AVE,NEW BEDFORD,"$93,349.25","$223,267.25","$93,349.25","$77,971.75","$59,124.75"
3874,ST ELIAS MINI MARKET,75 RIVET STREET,NEW BEDFORD,"$141,916.50","$273,452.75","$141,916.50","$245,872.75","$275,251.75"
3875,STAR MARKET,321 RIVET ST,NEW BEDFORD,"$559,348.00","$899,292.50","$559,348.00","$545,703.50","$554,259.75"
3876,STOP & SHOP #070,1001 KINGS HIGHWAY,NEW BEDFORD,"$864,635.75","$975,323.00","$864,635.75","$871,968.25","$827,605.50"
3877,STOP & SHOP #098,438 DARTMOUTH ST,NEW BEDFORD,"$995,292.50","$1,107,657.50","$995,292.50","$987,856.50","$912,468.50"
3878,SUNOCO A+,2942 ACUSHNET AVE,NEW BEDFORD,"$1,643,658.50","$2,270,381.50","$1,643,658.50","$1,676,193.75","$1,377,377.50"
3879,SUPER P & D MINI MART,114 TALLMAN ST,NEW BEDFORD,"$622,265.50","$758,193.50","$622,265.50","$698,103.50","$649,989.00"
3880,THE BROWN JUG TAVERN,481 ASHLEY BLVD,NEW BEDFORD,"$511,918.50","$2,930.00","$511,918.50","$560,662.00","$593,481.00"
3881,THE BUTCHER SHOP,123 DARTMOUTH ST,NEW BEDFORD,"$116,646.00","$121,895.50","$116,646.00","$121,584.50","$111,553.75"
3882,TILIA'S CAFE & RESTUARANT,1623 ACUSHNET AVE,NEW BEDFORD,"$361,315.00","$210,561.00","$361,315.00","$355,445.00","$307,408.25"
3883,TRIO LIQUORS,928 BELLEVILLE AVENUE,NEW BEDFORD,"$241,238.25","$394,607.50","$241,238.25","$246,954.25","$196,207.25"
3884,TRUCCHI'S MARKET #5,2941 ACUSHNET AVE,NEW BEDFORD,"$1,070,438.50","$1,289,480.75","$1,070,438.50","$1,039,909.00","$906,465.25"
3885,VASCO DA GAMA RESTAURANT,86 DARTMOUTH ST,NEW BEDFORD,"$93,449.00","$5,850.00","$93,449.00","$105,055.00","$88,131.50"
3886,WASHINGTON CLUB,90 DAVID ST,NEW BEDFORD,"$130,569.50","$150,153.50","$130,569.50","$120,854.50","$110,177.00"
3887,WESSAM VARIETY STORE,1851 ACUSHNET AVE,NEW BEDFORD,"$365,315.00","$464,472.75","$365,315.00","$292,295.75","$154,812.75"
3888,WONDER BOWL,66 HATHAWAY ROAD,NEW BEDFORD,"$576,755.00","$304,403.25","$576,755.00","$623,033.25","$625,023.75"
3889,XAVIER MARKET INC,290 N FRONT ST,NEW BEDFORD,"$112,930.75","$174,342.25","$112,930.75","$89,801.00","$81,274.00"
3890,ZULLY'S WINE & SPIRITS,1240 KEMPTON ST,NEW BEDFORD,"$443,215.75","$521,182.50","$443,215.75","$435,468.50","$141,249.75"
3891,NEW SALEM GENERAL STORE,410 DANIEL SHAYS HWY,NEW SALEM,"$311,249.00","$7,489.00","$311,249.00","$266,053.75","$251,646.75"
3892,NEW SALEM GENERAL STORE,410 DANIEL SHAYS HWY,NEW SALEM,"$311,249.00","$336,659.75","$311,249.00","$266,053.75","$251,646.75"
3893,PLUM ISLAND PROVISIONS,29 PLUM ISLAND BLVD,NEWBURY,"$240,357.25","$151,890.25","$240,357.25","$235,132.75","$233,674.25"
3894,THE COTTAGE ISLAND MARKET,14 PLUM ISLAND BLVD,NEWBURY,"$148,820.50","$190,632.00","$148,820.50","$216,149.50","$169,365.25"
3895,7-ELEVEN 34428-A,73 STOREY AVE,NEWBURYPORT,"$2,396,743.75","$2,629,494.00","$2,396,743.75","$2,566,041.50","$2,337,176.50"
3896,LEARY'S FINE WINES,202 MERRIMAC ST,NEWBURYPORT,"$78,998.75","$30,692.00","$78,998.75","$56,476.25","$46,277.00"
3897,MARKET BASKET #40,25 STOREY AVE,NEWBURYPORT,"$362,353.25","$332,791.75","$362,353.25","$355,582.75","$370,795.25"
3898,NEPTUNE VETERAN FIREMANS ASSOC,40 HANCOCK STREET,NEWBURYPORT,"$795,929.25","$377,851.00","$795,929.25","$663,357.25","$746,762.25"
3899,NEW ENGLAND WINE & SPIRITS,155 STATE ST,NEWBURYPORT,"$263,102.00","$204,331.25","$263,102.00","$228,792.50","$241,271.00"
3900,NEWBURYPORT ELKS-909,25 LOW ST,NEWBURYPORT,"$560,033.50","$179,033.50","$560,033.50","$518,870.50","$495,928.00"
3901,NEWBURYPORT ONE STOP,1 KENT STREET,NEWBURYPORT,"$90,041.75","$225,816.00","$90,041.75","$84,869.50","$78,121.75"
3902,NORTH END BOAT CLUB,282 MERRIMAC ST,NEWBURYPORT,"$376,042.50","$134,113.00","$376,042.50","$367,739.00","$350,584.50"
3903,PARK LUNCH,181 MERRIMAC ST,NEWBURYPORT,"$209,876.75","$151,683.00","$209,876.75","$204,670.50","$184,305.75"
3904,PORT WINE & SPIRITS,25 STOREY AVE,NEWBURYPORT,"$266,070.75","$274,750.25","$266,070.75","$273,275.75","$239,355.50"
3905,RICHDALE,62 STATE STREET,NEWBURYPORT,"$1,817,870.50","$1,478,824.00","$1,817,870.50","$1,829,215.50","$1,853,665.75"
3906,SEA COAST MOBIL,76 STOREY AVE,NEWBURYPORT,"$666,104.50","$872,072.50","$666,104.50","$747,713.75","$737,714.75"
3907,SHAWS 2491,45 STOREY AVE,NEWBURYPORT,"$624,056.75","$606,361.75","$624,056.75","$649,417.00","$618,916.25"
3908,STARBOARD GALLEY RESTAURANT,55 WATER ST,NEWBURYPORT,"$310,615.00","$372,687.50","$310,615.00","$224,905.00","$47,417.50"
3909,THIRSTY WHALE,24 MARKET SQ,NEWBURYPORT,"$127,952.00","$3,282.00","$127,952.00","$170,024.00","$149,487.00"
3910,7-ELEVEN 37456,98-100 WINCHESTER ST,NEWTON,"$2,224,194.25","$1,935,069.50","$2,224,194.25","$2,135,641.25","$1,481,049.75"
3911,7-ELEVEN 37510,612 WASHINGTON ST,NEWTON,"$2,042,506.25","$1,961,917.25","$2,042,506.25","$1,795,498.00","$1,110,768.75"
3912,ALL STAR LIQUOR MART,1220 CHESTNUT ST,NEWTON,"$595,137.50","$590,699.00","$595,137.50","$512,434.75","$347,867.75"
3913,BURTON'S LIQUORS,355 WASHINGTON ST,NEWTON,"$387,355.50","$334,608.75","$387,355.50","$383,368.50","$317,786.25"
3914,CVS  ATTN:  LOTTERY,978 BOYLSTON ST,NEWTON,"$198,622.00","$158,507.00","$198,622.00","$180,062.00","$189,377.00"
3915,DEPASQUALES GROCERY,241 ADAMS ST,NEWTON,"$105,833.50","$86,086.00","$105,833.50","$93,843.00","$136,203.75"
3916,ENERGY NORTH #2119,8 CIRCUMFERENTIAL AV,NEWTON,"$553,682.50","$560,962.50","$553,682.50","$516,766.75","$503,583.25"
3917,GROCERY GARRISON,367 CALIFORNIA ST,NEWTON,"$1,825,967.75","$2,645,535.25","$1,825,967.75","$1,924,422.50","$1,962,773.25"
3918,HIGHLAND WINE & SPIRITS,1194 WALNUT ST,NEWTON,"$199,470.75","$277,634.50","$199,470.75","$123,602.75","$124,163.00"
3919,MR K'S DISCOUNT WINE & SPIRITS,980 BOYLSTON ST,NEWTON,"$571,394.50","$992,207.00","$571,394.50","$429,470.50","$217,212.75"
3920,NEWTON ELKS #1327,429 CENTRE ST,NEWTON,"$246,535.50","$17,070.00","$246,535.50","$221,978.50","$210,564.75"
3921,NEWTON TIRE & AUTO,79 NEEDHAM ST,NEWTON,"$777,767.75","$995,987.75","$777,767.75","$653,644.75","$558,081.00"
3922,NEWTONVILLE GAS/REPAIR,650 WASHINGTON ST,NEWTON,"$18,783.50","$21,169.50","$18,783.50","$16,891.25","$18,031.50"
3923,NONANTUM POST,295 CALIFORNIA ST,NEWTON,"$324,715.50","$117,107.50","$324,715.50","$326,194.00","$372,374.50"
3924,PICCADILLY MARKET,63 B UNION ST,NEWTON,"$1,614,493.75","$1,752,259.50","$1,614,493.75","$1,438,326.25","$1,232,864.00"
3925,SHAWS 3561,33 AUSTIN STREET,NEWTON,"$468,954.75","$461,522.25","$468,954.75","$503,662.00","$497,850.50"
3926,UPPER FALLS DISCOUNT LIQUORS,150 NEEDHAM ST,NEWTON,"$188,118.50","$174,001.50","$188,118.50","$162,701.75","$145,723.00"
3927,EAGLE BROOK SALOON,258 DEDHAM ST,NORFOLK,"$62,027.00","$3,823.00","$62,027.00","$71,941.00","$120,864.50"
3928,LINDA'S VARIETY,158 MAIN ST,NORFOLK,"$1,160,097.50","$1,302,805.50","$1,160,097.50","$1,131,106.25","$948,140.50"
3929,NORFOLK FOOD MART,10 ROCKWOOD RD,NORFOLK,"$1,081,237.00","$1,135,719.00","$1,081,237.00","$1,098,862.50","$315,690.00"
3930,NORFOLK FOOD MART,10 ROCKWOOD RD,NORFOLK,"$1,081,237.00","$1,135,719.00","$1,081,237.00","$1,098,862.50","$825,911.75"
3931,NORFOLK GAS & MARKET,242 DEDHAM STREET,NORFOLK,"$1,282,292.50","$1,362,882.75","$1,282,292.50","$872,392.25","$673,821.25"
3932,NORFOLK WINE AND SPIRITS,206 DEDHAM ST,NORFOLK,"$123,874.50","$109,695.50","$123,874.50","$100,908.25","$92,280.50"
3933,BIG Y #07,136 NORTH KING ST,NORTHAMPTON,"$873,427.75","$696,741.00","$873,427.75","$849,821.75","$767,472.25"
3934,CONVENIENCE PLUS #3711,506 PLEASANT ST,NORTHAMPTON,"$421,728.75","$418,937.00","$421,728.75","$390,486.75","$316,476.00"
3935,CUMBERLAND #0145,134 KING ST,NORTHAMPTON,"$772,252.75","$641,075.00","$772,252.75","$924,331.50","$836,660.00"
3936,KING STREET CONVENIENCE,60 KING ST,NORTHAMPTON,"$796,894.00","$535,850.25","$796,894.00","$783,676.50","$707,013.00"
3937,LIQUORS 44,238 KING ST,NORTHAMPTON,"$557,098.00","$633,386.25","$557,098.00","$533,141.50","$424,370.50"
3938,MILLENNIUM PACKAGE STORE,243 PLEASANT ST,NORTHAMPTON,"$215,608.50","$121,611.25","$215,608.50","$253,567.50","$216,771.00"
3939,MOCKS CHIP & ALE,100 DAMON RD,NORTHAMPTON,"$605,544.50","$525,664.00","$605,544.50","$225,542.00","$430,325.00"
3940,MOCKS CHIP & ALE,100 DAMON RD,NORTHAMPTON,"$605,544.50","$525,664.00","$605,544.50","$228,358.75","$430,325.00"
3941,NORTHAMPTON LIQUORS,104 CONZ ST,NORTHAMPTON,"$213,680.75","$226,600.00","$213,680.75","$240,688.75","$231,293.75"
3942,POPS PACKAGE STORE,20 BRIDGE STREET,NORTHAMPTON,"$211,867.50","$243,023.00","$211,867.50","$240,279.00","$260,991.50"
3943,PRIDE STATION & STORE,375 KING ST,NORTHAMPTON,"$1,990,311.00","$2,604,885.50","$1,990,311.00","$2,142,279.75","$1,827,181.25"
3944,SAM'S FOOD,198 PINE ST,NORTHAMPTON,"$887,997.25","$1,180,658.75","$887,997.25","$1,035,033.25","$904,577.50"
3945,SANDRI #139,776 NORTH KING STREET,NORTHAMPTON,"$812,821.75","$808,366.50","$812,821.75","$845,931.00","$545,127.00"
3946,SERIO'S PHARMACY,63 STATE ST,NORTHAMPTON,"$118,658.50","$120,376.75","$118,658.50","$119,437.50","$130,760.50"
3947,SPEEDWAY #2405,237 KING ST,NORTHAMPTON,"$284,944.25","$317,637.00","$284,944.25","$284,370.75","$239,367.00"
3948,STOP & SHOP #787,228 KING ST RTE 5,NORTHAMPTON,"$906,089.50","$660,924.25","$906,089.50","$963,798.75","$927,543.25"
3949,BACON'S WINE & SPIRITS,308 MAIN ST,NORTHBORO,"$210,367.50","$212,570.50","$210,367.50","$175,719.00","$162,401.50"
3950,BJ'S WHOLESALE #211,6102 SHOPS WAY,NORTHBORO,"$137,219.00","$124,274.00","$137,219.00","$118,427.50","$122,790.00"
3951,COUNTRY DISCOUNT LIQUORS,411 WEST MAIN ST,NORTHBORO,"$464,035.00","$404,469.00","$464,035.00","$430,222.00","$438,801.75"
3952,CUMBERLAND #6737,15 MAIN ST,NORTHBORO,"$1,017,899.50","$1,260,095.25","$1,017,899.50","$858,064.75","$657,481.25"
3953,HELENS VARIETY,292 MAIN ST,NORTHBORO,"$1,031,891.25","$1,122,403.50","$1,031,891.25","$1,031,161.00","$1,083,087.25"
3954,LIL M'S MART,299 W MAIN ST,NORTHBORO,"$4,922.00","$2,838.75","$4,922.00","$3,043.75","$2,521.50"
3955,LOWE'S VARIETY MARKET,255 WEST MAIN ST,NORTHBORO,"$219,463.75","$125,689.50","$219,463.75","$205,468.50","$198,194.25"
3956,NORTHBORO CENTER MOBIL,36 W MAIN ST,NORTHBORO,"$294,627.75","$308,380.75","$294,627.75","$372,204.25","$396,237.00"
3957,NORTHBORO SUNOCO,7 BELMONT STREET - RT 9,NORTHBORO,"$506,250.75","$627,504.00","$506,250.75","$452,786.75","$386,662.25"
3958,NORTHBOROUGH LIQUORS,15 WEST MAIN ST,NORTHBORO,"$117,505.75","$126,317.50","$117,505.75","$104,827.50","$90,663.00"
3959,SUNOCO,48 WEST MAIN STREET,NORTHBORO,"$178,802.00","$130,941.25","$178,802.00","$66,304.75","$1,019.25"
3960,WEGMANS #58,9102 SHOPS WAY,NORTHBORO,"$609,453.50","$450,728.75","$609,453.50","$611,976.00","$682,431.00"
3961,CUMBERLAND #6682,2222 PROVIDENCE RD,NORTHBRIDGE,"$787,902.25","$980,067.00","$787,902.25","$843,121.50","$886,686.25"
3962,MIM'S MARKET,60 MAIN ST,NORTHFIELD,"$115,969.75","$82,755.75","$115,969.75","$134,768.50","$140,363.50"
3963,NORTHFIELD FOOD MART,74 MAIN STREET UNIT A,NORTHFIELD,"$1,564,547.00","$2,107,555.00","$1,564,547.00","$1,664,830.25","$1,445,463.75"
3964,BARROWSVILLE STATION,194 SO WORCESTER ST,NORTON,"$415,957.50","$146,724.50","$415,957.50","$391,318.50","$358,778.50"
3965,BARROWSVILLE STATION,194 SO WORCESTER ST,NORTON,"$415,957.50","$167,771.75","$415,957.50","$391,318.50","$358,778.50"
3966,CAMPUS CONVENIENCE,63 E MAIN ST,NORTON,"$385,155.75","$738,246.25","$385,155.75","$358,508.25","$221,062.00"
3967,CHARTLEY COUNTRY STORE,36 SO WORCESTER ST,NORTON,"$198,492.00","$55,659.50","$198,492.00","$223,858.75","$206,431.00"
3968,CUMBERLAND #0150,246 MANSFIELD AV,NORTON,"$793,462.75","$945,619.75","$793,462.75","$723,996.25","$697,450.00"
3969,EMMA'S PUB & PIZZA,130 MANSFIELD AVE,NORTON,"$480,483.50","$475,416.00","$480,483.50","$434,967.50","$427,862.25"
3970,FIESTA MEXICAN RESTAURANT,175 MANSFIELD AVE,NORTON,"$58,820.00","$56,313.75","$58,820.00","$56,370.50","$60,163.00"
3971,FILLMORE NASON VFW POST 8049,38 SUMMER ST,NORTON,"$520,322.50","$67,979.00","$520,322.50","$531,369.00","$539,199.50"
3972,HOME PLATE,184 WEST MAIN ST,NORTON,"$517,019.25","$615,881.25","$517,019.25","$412,865.75","$326,434.25"
3973,MAS GAS,62 MANSFIELD ST,NORTON,"$388,497.75","$1,584,034.25","$388,497.75","$1,100,402.50","$1,071,893.75"
3974,MAS GAS,62 MANSFIELD ST,NORTON,"$388,497.75","$1,584,034.25","$766,996.50","$1,100,402.50","$1,071,893.75"
3975,MAS GAS,62 MANSFIELD ST,NORTON,"$766,996.50","$1,584,034.25","$388,497.75","$1,100,402.50","$1,071,893.75"
3976,MAS GAS,62 MANSFIELD ST,NORTON,"$766,996.50","$1,584,034.25","$766,996.50","$1,100,402.50","$1,071,893.75"
3977,MICHELLE'S CORNER STORE,325 WEST MAIN ST,NORTON,"$1,291,771.00","$1,753,230.50","$1,291,771.00","$1,220,345.75","$958,951.50"
3978,MIKES FAMOUS PIZZA,105 TAUNTON AVE,NORTON,"$306,130.75","$306,305.25","$306,130.75","$338,866.25","$327,263.25"
3979,NORTON LIQUORS,92 MANSFIELD AVE,NORTON,"$175,366.50","$192,295.50","$175,366.50","$166,298.50","$163,931.75"
3980,PRODUCE BARN,72 MANSFIELD AVE,NORTON,"$288,585.50","$464,196.75","$288,585.50","$292,090.00","$351,924.25"
3981,SPEEDWAY #2411,125 W MAIN ST,NORTON,"$428,474.50","$396,332.25","$428,474.50","$329,776.50","$341,246.50"
3982,SUN MARKET,181 WEST MAIN ST,NORTON,"$1,043,936.75","$1,673,349.00","$1,043,936.75","$1,033,431.25","$1,015,430.00"
3983,THE CHATEAU RESTAURANT,48 BAY RD,NORTON,"$523,863.50","$370,310.50","$523,863.50","$461,961.00","$454,469.00"
3984,THE DOWNTOWN,292 W MAIN ST,NORTON,"$355,645.25","$405,049.00","$355,645.25","$257,271.00","$85,464.00"
3985,7-ELEVEN 32493-C,95 WASHINGTON ST,NORWELL,"$1,212,322.50","$1,542,362.75","$1,212,322.50","$1,070,386.00","$956,058.50"
